WMO_INDEX,GSOD,GHCN,MAKT
37193,371930-99999,RSM00037193,Yes
37196,371960-99999,GGM00037196,Yes
37212,372120-99999,RSM00037212,Yes
37228,372280-99999,RSM00037228,Yes
37235,372350-99999,RSM00037235,Yes
37244,372440-99999,RSM00037244,Yes
37279,372790-99999,GG000037279,Yes
37308,373080-99999,GG000037308,Yes
37395,373950-99999,GG000037395,Yes
37461,374610-99999,RSM00037461,Yes
37463,374630-99999,RSM00037463,Yes
37470,374700-99999,RSM00037470,Yes
37471,374710-99999,RSM00037471,Yes
37472,374720-99999,RSM00037472,Yes
37484,374840-99999,GG000037484,
37492,374920-99999,GG000037492,Yes
37549,375490-99999,GG000037545,
37575,375750-99999,AJ000037575,Yes
37621,376210-99999,GG000037621,Yes
37663,376630-99999,RSM00037663,Yes
37675,376750-99999,AJ000037675,Yes
37682,376820-99999,AM000037682,Yes
37699,376990-99999,AM000037699,Yes
37711,377110-99999,AM000037711,Yes
37735,377350-99999,AJ000037735,Yes
37749,377490-99999,AJ000037749,Yes
37787,377870-99999,AM000037787,Yes
37789,377890-99999,AM000037789,Yes
37792,377920-99999,AM000037792,Yes
37801,378010-99999,AM000037801,Yes
37860,378600-99999,AJ000037860,Yes
37897,378970-99999,AM000037897,Yes
37936,379360-99999,AJ000037936,Yes
37959,379590-99999,AM000037959,Yes
37985,379850-99999,AJ000037985,Yes
38001,380010-99999,KZ000038001,Yes
38049,380490-99999,KZ000038049,Yes
38062,380620-99999,KZ000038062,Yes
38069,380690-99999,KZ000038069,Yes
38081,380810-99999,KZ000038081,Yes
38091,380910-99999,KZ000038091,Yes
38099,380990-99999,KZ000038099,Yes
38149,381490-99999,UZM00038149,Yes
38191,381910-99999,KZ000038191,Yes
38196,381960-99999,KZ000038196,Yes
38198,381980-99999,KZ000038198,Yes
38201,382010-99999,KZ000038201,Yes
38203,382030-99999,KZ000038203,Yes
38207,382070-99999,KZ000038207,Yes
38223,382230-99999,KZ000038223,Yes
38229,382290-99999,KZ000038229,Yes
38232,382320-99999,KZ000038232,Yes
38262,382620-99999,UZM00038262,Yes
38264,382640-99999,UZM00038264,Yes
38301,383010-99999,KZ000038301,Yes
38316,383160-99999,KZ000038316,Yes
38328,383280-99999,KZ000038328,Yes
38334,383340-99999,KZ000038334,Yes
38341,383410-99999,KZ000038341,Yes
38343,383430-99999,KZ000038343,Yes
38345,383450-99999,KG000038345,Yes
38353,383530-99999,KG000038353,Yes
38358,383580-99999,KG000038358,Yes
38388,383880-99999,TX000038388,Yes
38392,383920-99999,TX000038392,Yes
38396,383960-99999,UZM00038396,Yes
38413,384130-99999,UZM00038413,Yes
38439,384390-99999,KZ000038439,Yes
38457,384570-99999,UZM00038457,Yes
38462,384620-99999,UZM00038462,Yes
38475,384750-99999,UZM00038475,Yes
38507,385070-99999,TX000038507,Yes
38511,385110-99999,TX000038511,Yes
38545,385450-99999,UZM00038545,Yes
38565,385650-99999,UZM00038565,Yes
38567,385670-99999,UZM00038567,Yes
38579,385790-99999,UZM00038579,Yes
38583,385830-99999,UZM00038583,Yes
38599,385990-99999,TI000038599,Yes
38611,386110-99999,UZM00038611,Yes
38618,386180-99999,UZM00038618,Yes
38647,386470-99999,TX000038647,Yes
38656,386560-99999,TX000038656,Yes
38683,386830-99999,UZM00038683,Yes
38687,386870-99999,TX000038687,Yes
38696,386960-99999,UZM00038696,Yes
38705,387050-99999,TI000038705,Yes
38713,387130-99999,TI000038713,Yes
38715,387150-99999,TI000038715,Yes
38718,387180-99999,TI000038718,Yes
38719,387190-99999,TI000038719,Yes
38722,,KG000038722,Yes
38725,387250-99999,TI000038725,Yes
38734,387340-99999,TI000038734,Yes
38750,387500-99999,TX000038750,Yes
38763,387630-99999,TX000038763,Yes
38774,387740-99999,TX000038774,Yes
38836,388360-99999,TI000038836,Yes
38844,388440-99999,TI000038844,Yes
38846,388460-99999,TI000038846,Yes
38851,388510-99999,TI000038851,Yes
38856,388560-99999,TI000038856,Yes
38869,388690-99999,TI000038869,Yes
38875,388750-99999,TI000038875,Yes
38878,388780-99999,TI000038878,Yes
38880,388800-99999,TX000038880,Yes
38886,388860-99999,TX000038886,Yes
38895,388950-99999,TX000038895,Yes
38911,389110-99999,TX000038911,Yes
38915,389150-99999,TX000038915,Yes
38927,389270-99999,UZM00038927,Yes
38930,389300-99999,TI000038930,
38933,389330-99999,TI000038933,Yes
38943,389430-99999,TI000038943,Yes
38944,389440-99999,TI000038944,Yes
38947,389470-99999,TI000038947,Yes
38951,389510-99999,TI000038951,Yes
38954,389540-99999,TI000038954,Yes
38974,389740-99999,TX000038974,Yes
38987,389870-99999,TX000038987,Yes
40001,400010-99999,SY000040001,Yes
40007,400070-99999,SYE00147760,Yes
40022,400220-99999,SY000040022,Yes
40030,400300-99999,SYM00040030,Yes
40045,400450-99999,SYM00040045,Yes
40061,400610-99999,SY000040061,Yes
40080,400800-99999,SYM00040080,Yes
40102,401020-99999,LEE00147734,Yes
40153,401530-99999,IS000004640,Yes
40179,401790-99999,ISE00105694,Yes
40180,401800-99999,ISM00040180,Yes
40190,401900-99999,ISM00040190,Yes
40199,401990-99999,IS000009972,Yes
40250,402500-99999,JOM00040250,Yes
40310,403100-99999,JOM00040310,Yes
40356,403560-99999,SAM00040356,Yes
40357,403570-99999,SAM00040357,Yes
40361,403610-99999,SA000040361,Yes
40362,403620-99999,SAM00040362,Yes
40373,403730-99999,SAM00040373,Yes
40375,403750-99999,SAM00040375,Yes
40394,403940-99999,SA000403940,Yes
40400,404000-99999,SAM00040400,Yes
40405,404050-99999,SAM00040405,Yes
40416,404160-99999,SAW00032502,Yes
40430,404300-99999,SA000040430,Yes
40438,404380-99999,SA000040438,
40439,404390-99999,SAM00040439,Yes
40568,405680-99999,KUM00040568,Yes
40570,405700-99999,KUM00040570,Yes
40580,405800-99999,,Yes
40582,405820-99999,KU000405820,Yes
40585,405850-99999,,Yes
40586,405860-99999,KUM00040586,Yes
40608,406080-99999,,Yes
40621,406210-99999,,Yes
40637,406370-99999,,Yes
40642,406420-99999,,Yes
40665,406650-99999,IZ000040665,Yes
40672,406720-99999,,Yes
40676,406760-99999,,Yes
40689,406890-99999,,Yes
40706,407060-99999,IR000040706,Yes
40712,407120-99999,IRM00040712,Yes
40718,407180-99999,IRM00040718,Yes
40729,407290-99999,IRM00040729,Yes
40731,407310-99999,IRM00040731,Yes
40736,407360-99999,IRM00040736,Yes
40738,407380-99999,IRM00040738,Yes
40745,407450-99999,IR000040745,Yes
40747,407470-99999,IRM00040747,Yes
40754,407540-99999,IR000407540,Yes
40757,407570-99999,IRM00040757,Yes
40763,407630-99999,,Yes
40766,407660-99999,IR000407660,Yes
40769,407690-99999,IRM00040769,Yes
40782,407820-99999,IRM00040782,Yes
40798,407980-99999,IRM00040798,Yes
40800,408000-99999,IRM00040800,Yes
40809,408090-99999,IRM00040809,Yes
40821,408210-99999,IRM00040821,Yes
40831,408310-99999,IRM00040831,Yes
40841,408410-99999,IR000040841,Yes
40848,408480-99999,IR000040848,Yes
40853,408530-99999,,Yes
40856,408560-99999,IR000408560,Yes
40875,408750-99999,IRM00040875,Yes
41024,410240-99999,SA000041024,Yes
41036,410360-99999,SAM00041036,Yes
41114,411140-99999,SAM00041114,Yes
41140,411400-99999,SAM00041140,Yes
41150,411500-99999,BA000041150,Yes
41170,411700-99999,QAM00041170,Yes
41196,411960-99999,AE000041196,Yes
41256,412560-99999,MUM00041256,Yes
41288,412880-99999,MU000041288,Yes
41316,413160-99999,MUM00041316,Yes
41517,415170-99999,PK008020100,Yes
41530,415300-99999,PKM00041530,Yes
41560,415600-99999,PK000041560,Yes
41620,416200-99999,PK000041620,Yes
41624,416240-99999,PKM00041624,Yes
41640,416400-99999,PK000041640,Yes
41660,416600-99999,PKM00041660,Yes
41675,416750-99999,PKM00041675,Yes
41712,417120-99999,PK000041712,Yes
41715,417150-99999,PKM00041715,Yes
41739,417390-99999,PKM00041739,Yes
41756,417560-99999,PKM00041756,Yes
41764,417640-99999,PKM00041764,Yes
41768,417680-99999,PKM00041768,Yes
41780,417800-99999,PKM00041780,Yes
41883,418830-99999,BGM00041883,Yes
41891,418910-99999,BGM00041891,Yes
41922,419220-99999,,
41923,419230-99999,BGM00041923,Yes
41936,419360-99999,BGM00041936,Yes
41978,419780-99999,BGM00041978,Yes
41992,419920-99999,BGM00041992,Yes
42027,420270-99999,IN008010200,Yes
42071,420710-99999,INM00042071,Yes
42083,420830-99999,IN007101600,Yes
42099,420990-99999,IN018091100,Yes
42111,421110-99999,IN023160900,Yes
42131,421310-99999,IN006031000,Yes
42147,421470-99999,IN023420800,Yes
42165,421650-99999,IN019070100,Yes
42182,421820-99999,IN022021900,Yes
42189,421890-99999,IN023101700,Yes
42220,422200-99999,IN002050100,Yes
42260,422600-99999,,Yes
42273,422730-99999,IN023060800,Yes
42295,422950-99999,IN024050100,Yes
42309,423090-99999,IN003050401,Yes
42314,423140-99999,IN003050500,Yes
42328,423280-99999,IN019140400,Yes
42339,423390-99999,IN019180500,Yes
42343,423430-99999,IN019010300,Yes
42361,423610-99999,IN011150300,Yes
42379,423790-99999,IN023261300,Yes
42398,423980-99999,IN024059900,Yes
42399,423990-99999,IN024080100,Yes
42403,424030-99999,IN024041000,Yes
42404,424040-99999,IN003030100,Yes
42410,424100-99999,IN003041800,Yes
42415,424150-99999,IN003020100,Yes
42423,424230-99999,IN003080100,Yes
42435,424350-99999,IN019040100,Yes
42452,424520-99999,IN019191200,Yes
42463,424630-99999,IN023310500,Yes
42475,424750-99999,INM00042475,Yes
42483,424830-99999,IN023550800,Yes
42492,424920-99999,IN004102500,Yes
42498,424980-99999,IN004011500,Yes
42500,425000-99999,IN004110600,Yes
42503,425030-99999,IN024090600,Yes
42515,425150-99999,IN014020800,Yes
42516,425160-99999,IN014020300,Yes
42539,425390-99999,IN005030100,Yes
42559,425590-99999,IN011140700,Yes
42571,425710-99999,IN011340100,Yes
42587,425870-99999,IN004091000,Yes
42591,425910-99999,IN004051800,Yes
42618,426180-99999,IN021012000,Yes
42619,426190-99999,IN003010600,Yes
42623,426230-99999,IN013010200,Yes
42647,426470-99999,IN005010600,Yes
42671,426710-99999,IN011330900,Yes
42675,426750-99999,IN011180800,Yes
42724,427240-99999,IN021010100,Yes
42731,427310-99999,IN005090100,Yes
42737,427370-99999,IN005150100,Yes
42754,427540-99999,IN011170400,Yes
42763,427630-99999,IN011160300,Yes
42779,427790-99999,IN011060800,Yes
42807,428070-99999,IN024140300,Yes
42809,428090-99999,IN024141500,Yes
42838,428380-99999,IN005050100,Yes
42840,428400-99999,IN005171200,Yes
42867,428670-99999,IN012141800,Yes
42875,428750-99999,IN011291000,
42883,428830-99999,IN017120100,Yes
42886,428860-99999,IN017121000,Yes
42895,428950-99999,IN017010300,Yes
42909,429090-99999,IN005100100,Yes
42931,429310-99999,IN012081300,Yes
42933,429330-99999,IN012020100,Yes
42937,429370-99999,IN012030700,Yes
42971,429710-99999,IN017111200,Yes
42973,429730-99999,IN017011200,Yes
43003,430030-99999,IN012070800,Yes
43017,430170-99999,IN012180300,
43029,430290-99999,IN012090600,Yes
43041,430410-99999,IN011020300,Yes
43049,430490-99999,IN017060500,Yes
43053,430530-99999,IN017110100,Yes
43063,430630-99999,IN012190100,Yes
43081,430810-99999,IN001170800,Yes
43105,431050-99999,IN001190700,Yes
43110,431100-99999,IN012201100,Yes
43111,431110-99999,IN012220400,Yes
43117,431170-99999,IN012230300,Yes
43121,431210-99999,IN009100200,Yes
43128,431280-99999,IN001080500,Yes
43149,431490-99999,IN001200200,Yes
43157,431570-99999,IN012131800,Yes
43185,431850-99999,IN001111200,Yes
43189,431890-99999,IN001050200,Yes
43192,431920-99999,IN022030600,Yes
43201,432010-99999,IN009090300,Yes
43213,432130-99999,IN001120100,Yes
43225,432250-99999,IN009120100,Yes
43226,432260-99999,IN009120400,Yes
43233,432330-99999,IN009070100,Yes
43237,432370-99999,IN001020700,Yes
43245,432450-99999,IN001160200,Yes
43279,432790-99999,IN020040900,Yes
43295,432950-99999,IN009010100,Yes
43296,432960-99999,IN009012800,Yes
43303,433030-99999,IN020011100,Yes
43311,433110-99999,IN099990101,Yes
43314,433140-99999,IN010050700,Yes
43321,433210-99999,IN020031700,Yes
43325,433250-99999,IN020110800,
43329,433290-99999,IN020020300,Yes
43333,433330-99999,IN099999901,Yes
43344,433440-99999,IN020130700,Yes
43347,433470-99999,IN020120700,Yes
43363,433630-99999,IN020100400,Yes
43369,433690-99999,IN025010100,Yes
43371,433710-99999,IN010100400,Yes
43418,434180-99999,CEM00043418,Yes
43466,434660-99999,CEM00043466,Yes
43467,434670-99999,,Yes
43497,434970-99999,CE000043497,Yes
44207,442070-99999,MGM00044207,Yes
44212,442120-99999,MG000044212,Yes
44213,442130-99999,MGM00044213,Yes
44214,442140-99999,MGM00044214,Yes
44215,442150-99999,MGM00044215,Yes
44218,442180-99999,MG000044218,Yes
44225,442250-99999,MGM00044225,Yes
44230,442300-99999,MGM00044230,Yes
44231,442310-99999,MG000044231,Yes
44232,442320-99999,MGM00044232,Yes
44237,442370-99999,MGM00044237,Yes
44239,442390-99999,MG000044239,Yes
44241,442410-99999,MGM00044241,Yes
44257,442570-99999,,
44259,442590-99999,MG000044259,Yes
44272,442720-99999,MG000044272,Yes
44277,442770-99999,MGM00044277,Yes
44282,442820-99999,MGM00044282,Yes
44284,442840-99999,MGM00044284,Yes
44285,442850-99999,MGM00044285,Yes
44287,442870-99999,MGM00044287,Yes
44288,442880-99999,MG000044288,Yes
44292,442920-99999,MGM00044292,Yes
44294,442940-99999,MGM00044294,Yes
44298,442980-99999,MGM00044298,Yes
44302,443020-99999,MGM00044302,Yes
44304,443040-99999,MGM00044304,Yes
44305,443050-99999,MGM00044305,Yes
44313,443130-99999,MGM00044313,Yes
44317,443170-99999,MG000044317,Yes
44341,443410-99999,MG000044341,Yes
44347,443470-99999,MGM00044347,Yes
44352,443520-99999,MGM00044352,Yes
44354,443540-99999,MGM00044354,Yes
44358,443580-99999,MGM00044358,Yes
44373,443730-99999,MG000044373,Yes
44454,444540-99999,NP000444540,Yes
45005,450050-99999,CHM00045005,
45011,450110-99999,MCM00045011,Yes
46696,466960-99999,,
46743,467430-99999,,
47014,470140-99999,KNM00047014,Yes
47058,470580-99999,KNM00047058,Yes
47105,471050-99999,KSM00047105,Yes
47108,471080-99999,KSM00047108,Yes
47110,471100-99999,,
47112,471120-99999,KS000047112,Yes
47115,471150-99999,KS000047115,Yes
47138,471380-99999,KSM00047138,Yes
47142,471420-99999,,
47154,471540-99999,KSW00043213,Yes
47159,471590-99999,KSM00047159,Yes
47165,471650-99999,KS000047165,Yes
47168,471680-99999,KSM00047168,Yes
47184,471840-99999,KSM00047184,Yes
47401,474010-99999,JA000047401,Yes
47407,474070-99999,JA000047407,Yes
47409,474090-99999,JA000047409,Yes
47412,474120-99999,JA000047412,Yes
47420,474200-99999,JA000047420,Yes
47425,474250-99999,,
47426,474260-99999,JA000047426,Yes
47430,474300-99999,JA000047430,Yes
47575,475750-99999,JA000047575,Yes
47582,475820-99999,JA000047582,Yes
47590,475900-99999,JA000047590,Yes
47591,475910-99999,,
47600,476000-99999,JA000047600,Yes
47604,476040-99999,JA000047604,Yes
47605,476050-99999,JA000047605,Yes
47624,476240-99999,JA000047624,Yes
47635,476350-99999,,
47636,476360-99999,JA000047636,Yes
47643,476430-99999,,
47648,476480-99999,JA000047648,Yes
47655,476550-99999,JA000047655,Yes
47662,476620-99999,JA000047662,Yes
47671,476710-99999,,
47678,476780-99999,JA000047678,Yes
47741,477410-99999,JA000047741,Yes
47743,477430-99999,,
47759,477590-99999,JA000047759,
47765,477650-99999,JA000047765,Yes
47771,477710-99999,,
47772,477720-99999,JAM00047772,Yes
47778,477780-99999,JA000047778,Yes
47788,477880-99999,,
47800,478000-99999,JA000047800,Yes
47803,478030-99999,,
47807,478070-99999,JA000047807,Yes
47808,478080-99999,,
47815,478150-99999,JA000047815,Yes
47817,478170-99999,JA000047817,Yes
47827,478270-99999,JA000047827,Yes
47830,478300-99999,JA000047830,Yes
47850,478500-99999,,
47891,478910-99999,JA000047891,Yes
47893,478930-99999,JA000047893,Yes
47909,479090-99999,JA000047909,Yes
47918,479180-99999,JA000047912,Yes
47927,479270-99999,JA000047927,Yes
47930,479300-99999,,
47936,479360-99999,JA000047936,Yes
47945,479450-99999,JA000047945,Yes
47971,479710-99999,JA000047971,Yes
47981,479810-99999,,
47991,479910-99999,JA000047991,Yes
48001,480010-99999,,Yes
48008,480080-99999,BMM00048008,Yes
48019,480190-99999,,Yes
48033,480330-99999,,Yes
48035,480350-99999,,Yes
48037,480370-99999,,Yes
48042,480420-99999,BMM00048042,Yes
48053,480530-99999,,Yes
48062,480620-99999,BMM00048062,Yes
48094,480940-99999,,Yes
48096,480960-99999,,Yes
48097,480970-99999,BMM00048097,Yes
48108,481080-99999,,Yes
48110,481100-99999,,Yes
48112,481120-99999,BMM00048112,Yes
48303,483030-99999,TH000048303,Yes
48327,483270-99999,TH000048327,Yes
48351,483510-99999,TH000048351,Yes
48354,483540-99999,TH000048354,Yes
48376,483760-99999,TH000048376,Yes
48378,483780-99999,TH000048378,Yes
48400,484000-99999,TH000048400,Yes
48405,484050-99999,TH000048405,Yes
48407,484070-99999,TH000048407,Yes
48425,484250-99999,TH000048425,Yes
48430,484300-99999,TH000048430,Yes
48431,484310-99999,TH000048431,Yes
48432,484320-99999,TH000048432,Yes
48455,484550-99999,TH000048455,Yes
48456,484560-99999,TH000048456,Yes
48462,484620-99999,TH000048462,Yes
48477,484770-99999,TH000048477,Yes
48480,484800-99999,TH000048480,Yes
48500,485000-99999,TH000048500,Yes
48501,485010-99999,TH000048501,Yes
48517,485170-99999,TH000048517,Yes
48552,485520-99999,TH000048552,Yes
48555,485550-99999,,Yes
48567,485670-99999,TH000048567,Yes
48568,485680-99999,TH000048568,Yes
48601,486010-99999,MYM00048601,Yes
48615,486150-99999,MYM00048615,Yes
48620,486200-99999,MY000048620,Yes
48647,486470-99999,MYM00048647,Yes
48657,486570-99999,MY000048657,Yes
48665,486650-99999,MYM00048665,Yes
48674,486740-99999,MYM00048674,Yes
48803,488030-99999,,Yes
48918,489180-99999,,Yes
48930,489300-99999,LAM00048930,Yes
48938,489380-99999,LAM00048938,Yes
48940,489400-99999,LAM00048940,Yes
48947,489470-99999,LAW00041074,Yes
48948,489480-99999,LAM00048948,Yes
48955,489550-99999,LAM00048955,Yes
48966,489660-99999,,Yes
48991,489910-99999,CBM00048991,Yes
50136,501360-99999,,Yes
50353,503530-99999,CHM00050353,Yes
50434,504340-99999,CHM00050434,Yes
50468,504680-99999,,Yes
50527,505270-99999,CHM00050527,Yes
50548,505480-99999,,Yes
50557,505570-99999,CHM00050557,Yes
50564,505640-99999,CHM00050564,Yes
50603,506030-99999,,Yes
50632,506320-99999,CHM00050632,Yes
50658,506580-99999,CHM00050658,Yes
50727,507270-99999,CHM00050727,Yes
50745,507450-99999,CHM00050745,Yes
50756,507560-99999,CHM00050756,Yes
50774,507740-99999,,Yes
50788,507880-99999,CHM00050788,Yes
50844,508440-99999,,Yes
50854,508540-99999,CHM00050854,Yes
50888,508880-99999,,Yes
50915,509150-99999,CHM00050915,Yes
50949,509490-99999,CHM00050949,Yes
50953,509530-99999,CHM00050953,Yes
50963,509630-99999,CHM00050963,Yes
50968,509680-99999,CHM00050968,Yes
50978,509780-99999,CHM00050978,Yes
50983,509830-99999,,Yes
51053,510530-99999,,Yes
51076,510760-99999,CHM00051076,Yes
51087,510870-99999,CHM00051087,Yes
51133,511330-99999,,Yes
51156,511560-99999,CHM00051156,Yes
51243,512430-99999,CHM00051243,Yes
51288,512880-99999,,Yes
51334,513340-99999,CHM00051334,Yes
51379,513790-99999,CHM00051379,Yes
51431,514310-99999,CHM00051431,Yes
51463,514630-99999,CHM00051463,Yes
51467,514670-99999,,Yes
51495,514950-99999,,Yes
51542,515420-99999,,Yes
51573,515730-99999,CHM00051573,Yes
51644,516440-99999,CHM00051644,Yes
51656,516560-99999,CHM00051656,Yes
51709,517090-99999,CHM00051709,Yes
51711,517110-99999,,Yes
51716,517160-99999,CHM00051716,Yes
51730,517300-99999,,Yes
51765,517650-99999,CHM00051765,Yes
51777,517770-99999,CHM00051777,Yes
51811,518110-99999,CHM00051811,Yes
51818,518180-99999,,Yes
51828,518280-99999,CHM00051828,Yes
51839,518390-99999,,
51886,518860-99999,,Yes
52112,521120-99999,,Yes
52118,521180-99999,,
52203,522030-99999,CHM00052203,Yes
52267,522670-99999,CHM00052267,Yes
52323,523230-99999,CHM00052323,Yes
52378,523780-99999,,Yes
52418,524180-99999,CHM00052418,Yes
52436,524360-99999,CHM00052436,Yes
52495,524950-99999,CHM00052495,Yes
52533,525330-99999,CHM00052533,Yes
52602,526020-99999,CHM00052602,Yes
52652,526520-99999,,Yes
52681,526810-99999,CHM00052681,Yes
52713,527130-99999,CHM00052713,Yes
52737,527370-99999,,Yes
52754,527540-99999,CHM00052754,Yes
52787,527870-99999,CHM00052787,Yes
52818,528180-99999,CHM00052818,Yes
52836,528360-99999,CHM00052836,Yes
52866,528660-99999,CHM00052866,Yes
52908,529080-99999,,Yes
52955,529550-99999,CHM00052955,Yes
52983,529830-99999,CHM00052983,Yes
52996,529960-99999,,Yes
53068,530680-99999,CHM00053068,Yes
53083,530830-99999,,Yes
53149,531490-99999,,Yes
53192,531920-99999,CHM00053192,Yes
53231,532310-99999,CHM00053231,Yes
53276,532760-99999,CHM00053276,Yes
53336,533360-99999,CHM00053336,Yes
53352,533520-99999,CHM00053352,Yes
53391,533910-99999,CHM00053391,Yes
53463,534630-99999,CHM00053463,Yes
53480,534800-99999,,Yes
53487,534870-99999,CHM00053487,Yes
53502,535020-99999,CHM00053502,Yes
53513,535130-99999,,Yes
53529,535290-99999,CHM00053529,Yes
53543,535430-99999,,Yes
53564,535640-99999,,Yes
53588,535880-99999,,Yes
53593,535930-99999,,Yes
53614,536140-99999,CHM00053614,Yes
53646,536460-99999,CHM00053646,Yes
53673,536730-99999,CHM00053673,Yes
53698,536980-99999,CHM00053698,Yes
53705,537050-99999,,Yes
53723,537230-99999,CHM00053723,Yes
53764,537640-99999,,Yes
53772,537720-99999,CHM00053772,Yes
53787,537870-99999,,Yes
53798,537980-99999,,Yes
53845,538450-99999,CHM00053845,Yes
53863,538630-99999,CHM00053863,Yes
53898,538980-99999,CHM00053898,Yes
53915,539150-99999,CHM00053915,Yes
53923,539230-99999,,Yes
53959,539590-99999,CHM00053959,Yes
53975,539750-99999,,Yes
54012,540120-99999,CHM00054012,Yes
54026,540260-99999,CHM00054026,Yes
54027,540270-99999,CHM00054027,Yes
54049,540490-99999,,Yes
54094,540940-99999,CHM00054094,Yes
54096,540960-99999,CHM00054096,Yes
54102,541020-99999,CHM00054102,Yes
54115,541150-99999,CHM00054115,Yes
54135,541350-99999,CHM00054135,Yes
54157,541570-99999,CHM00054157,Yes
54161,541610-99999,CHM00054161,Yes
54186,541860-99999,,Yes
54208,542080-99999,CHM00054208,Yes
54218,542180-99999,CHM00054218,Yes
54226,542260-99999,,Yes
54236,542360-99999,CHM00054236,Yes
54259,542590-99999,,Yes
54273,542730-99999,,Yes
54292,542920-99999,CHM00054292,Yes
54308,543080-99999,,Yes
54311,543110-99999,,Yes
54324,543240-99999,CHM00054324,Yes
54337,543370-99999,CHM00054337,Yes
54342,543420-99999,CHM00054342,Yes
54346,543460-99999,CHM00054346,Yes
54374,543740-99999,CHM00054374,Yes
54377,543770-99999,,Yes
54386,543860-99999,,Yes
54401,544010-99999,,Yes
54405,544050-99999,CHM00054405,Yes
54423,544230-99999,CHM00054423,Yes
54436,544360-99999,,Yes
54471,544710-99999,CHM00054471,Yes
54493,544930-99999,,Yes
54497,544970-99999,CHM00054497,Yes
54511,545110-99999,CHM00054511,Yes
54527,545270-99999,CHM00054527,Yes
54534,545340-99999,,Yes
54539,545390-99999,CHM00054539,Yes
54602,546020-99999,,Yes
54618,546180-99999,CHM00054618,Yes
54662,546620-99999,CHM00054662,Yes
54715,547150-99999,,Yes
54725,547250-99999,CHM00054725,Yes
54751,547510-99999,,Yes
54753,547530-99999,,Yes
54776,547760-99999,CHM00054776,Yes
54808,548080-99999,,Yes
54823,548230-99999,CHM00054823,Yes
54826,548260-99999,,Yes
54836,548360-99999,,Yes
54843,548430-99999,CHM00054843,Yes
54857,548570-99999,CHM00054857,Yes
54863,548630-99999,,Yes
54909,549090-99999,CHM00054909,Yes
54916,549160-99999,CHM00054916,Yes
54929,549290-99999,,Yes
54945,549450-99999,,Yes
55228,552280-99999,CHM00055228,Yes
55279,552790-99999,CHM00055279,Yes
55299,552990-99999,CHM00055299,Yes
55472,554720-99999,CHM00055472,Yes
55578,555780-99999,CHM00055578,Yes
55591,555910-99999,CHM00055591,Yes
55664,556640-99999,,Yes
55696,556960-99999,,Yes
55773,557730-99999,,Yes
56004,560040-99999,CHM00056004,Yes
56018,560180-99999,,Yes
56021,560210-99999,CHM00056021,Yes
56029,560290-99999,CHM00056029,Yes
56033,560330-99999,CHM00056033,Yes
56046,560460-99999,CHM00056046,Yes
56065,560650-99999,,Yes
56079,560790-99999,CHM00056079,Yes
56080,560800-99999,CHM00056080,Yes
56096,560960-99999,CHM00056096,Yes
56106,561060-99999,CHM00056106,Yes
56116,561160-99999,CHM00056116,Yes
56137,561370-99999,CHM00056137,Yes
56144,561440-99999,,Yes
56146,561460-99999,CHM00056146,Yes
56152,561520-99999,,Yes
56167,561670-99999,,Yes
56172,561720-99999,CHM00056172,Yes
56182,561820-99999,CHM00056182,Yes
56187,561870-99999,CHM00056187,Yes
56196,561960-99999,,Yes
56247,562470-99999,,Yes
56257,562570-99999,CHM00056257,Yes
56287,562870-99999,,Yes
56294,562940-99999,CHM00056294,
56312,563120-99999,,Yes
56357,563570-99999,,Yes
56374,563740-99999,,Yes
56385,563850-99999,,Yes
56444,564440-99999,CHM00056444,Yes
56462,564620-99999,CHM00056462,Yes
56492,564920-99999,CHM00056492,Yes
56571,565710-99999,CHM00056571,Yes
56586,565860-99999,,Yes
56651,566510-99999,CHM00056651,Yes
56671,566710-99999,CHM00056671,Yes
56684,566840-99999,,Yes
56691,566910-99999,,Yes
56739,567390-99999,CHM00056739,Yes
56748,567480-99999,,Yes
56751,567510-99999,,Yes
56763,567630-99999,,Yes
56768,567680-99999,CHM00056768,Yes
56778,567780-99999,CHM00056778,Yes
56786,567860-99999,,Yes
56838,568380-99999,,Yes
56886,568860-99999,,Yes
56946,569460-99999,,Yes
56951,569510-99999,CHM00056951,Yes
56954,569540-99999,CHM00056954,Yes
56959,569590-99999,,Yes
56964,569640-99999,CHM00056964,Yes
56966,569660-99999,,Yes
56969,569690-99999,,Yes
56977,569770-99999,,Yes
56985,569850-99999,CHM00056985,Yes
57014,570140-99999,CHM00057014,Yes
57025,570250-99999,,Yes
57036,570360-99999,CHM00057036,
57046,570460-99999,,Yes
57067,570670-99999,CHM00057067,Yes
57071,570710-99999,,Yes
57083,570830-99999,CHM00057083,Yes
57127,571270-99999,CHM00057127,Yes
57178,571780-99999,,Yes
57193,571930-99999,,Yes
57237,572370-99999,CHM00057237,Yes
57245,572450-99999,,Yes
57259,572590-99999,,Yes
57265,572650-99999,CHM00057265,Yes
57279,572790-99999,,Yes
57290,572900-99999,CHM00057290,Yes
57297,572970-99999,CHM00057297,Yes
57306,573060-99999,,Yes
57328,573280-99999,,Yes
57348,573480-99999,,Yes
57378,573780-99999,,Yes
57399,573990-99999,,Yes
57411,574110-99999,CHM00057411,Yes
57426,574260-99999,,Yes
57447,574470-99999,CHM00057447,Yes
57461,574610-99999,CHM00057461,Yes
57476,574760-99999,,Yes
